cbg,populationE,med_ageE,bachelor_degree_25E,med_hh_incomeE,whiteE,blackE,asianE,hispanicE,geometry
360050216022,1535,44.0,0.33680781758957656,46360.0,0.11791530944625407,0.41042345276872966,0.2703583061889251,0.16547231270358306,"POLYGON ((-73.862337 40.836726, -73.86231699999999 40.836859, -73.862281 40.836982, -73.86222 40.837123, -73.862143 40.83725, -73.862051 40.837368, -73.861972 40.837451, -73.86192799999999 40.8375, -73.86184899999999 40.837564, -73.861761 40.837612, -73.86166 40.837649, -73.861539 40.837672, -73.86142699999999 40.837675, -73.861319 40.837663, -73.861228 40.837641, -73.86112299999999 40.837596999999995, -73.860525 40.837424, -73.860939 40.836473999999995, -73.861115 40.835519999999995, -73.861012 40.834596999999995, -73.861854 40.834523, -73.862026 40.835558999999996, -73.862292 40.835573, -73.862241 40.836197, -73.86229 40.836318999999996, -73.862327 40.83647, -73.86234 40.836593, -73.862337 40.836726))"
360050219001,1045,33.8,0.0708133971291866,21686.0,0.10047846889952153,0.11578947368421053,0.009569377990430622,0.9244019138755981,"POLYGON ((-73.92233 40.836611, -73.922286 40.837714999999996, -73.922276 40.837843, -73.92221599999999 40.837986, -73.921903 40.838473, -73.92164 40.838888, -73.921435 40.839241, -73.921328 40.839602, -73.921298 40.839954, -73.921357 40.840188999999995, -73.919783 40.840876, -73.91795499999999 40.843101999999995, -73.917949 40.842228999999996, -73.917687 40.842239, -73.916184 40.842335, -73.91689199999999 40.841347, -73.917299 40.840765999999995, -73.917683 40.840225, -73.918137 40.839607, -73.91859199999999 40.838982, -73.919017 40.838381, -73.919309 40.838125999999995, -73.919384 40.838077, -73.919696 40.837872, -73.920125 40.837588, -73.92036499999999 40.837426, -73.922144 40.836259, -73.922372 40.836109, -73.92233 40.836611))"
360050233013,965,27.8,0.0922279792746114,15587.0,0.007253886010362694,0.40207253886010363,0.019689119170984457,0.5906735751295337,"POLYGON ((-73.91112199999999 40.849418, -73.91069499999999 40.850018999999996, -73.91058199999999 40.850182, -73.90917499999999 40.849899, -73.90945099999999 40.849078999999996, -73.90974899999999 40.848256, -73.910674 40.848438, -73.91167999999999 40.848639, -73.91112199999999 40.849418))"
360050233011,537,47.0,0.12290502793296089,25272.0,0.16387337057728119,0.1303538175046555,0.0,0.8696461824953445,"POLYGON ((-73.91002 40.850961, -73.909215 40.851800999999995, -73.908411 40.851319, -73.907648 40.85086, -73.906993 40.850370999999996, -73.906817 40.850198, -73.90615799999999 40.849548999999996, -73.905999 40.849392, -73.906059 40.849320999999996, -73.906305 40.849365, -73.908013 40.849669, -73.90917499999999 40.849899, -73.91058199999999 40.850182, -73.91002 40.850961))"
360050233012,1497,32.5,0.09619238476953908,40389.0,0.1342685370741483,0.45090180360721444,0.02738810955243821,0.5551102204408818,"POLYGON ((-73.908304 40.848848, -73.908013 40.849669, -73.906305 40.849365, -73.906059 40.849320999999996, -73.906767 40.848541, -73.907487 40.847804, -73.90774499999999 40.847856, -73.908582 40.848023, -73.908304 40.848848))"
360050119002,832,29.4,0.06370192307692307,27875.0,0.09975961538461539,0.375,0.0,0.625,"POLYGON ((-73.88965 40.825136, -73.888711 40.825181, -73.888548 40.823237999999996, -73.88761 40.823284, -73.887074 40.823307, -73.887192 40.823021, -73.887363 40.82277, -73.88754399999999 40.822561, -73.88767399999999 40.822469, -73.88797 40.82226, -73.888434 40.821933, -73.88879299999999 40.8217, -73.888937 40.821650999999996, -73.889001 40.821622999999995, -73.889089 40.821576, -73.889301 40.821432, -73.889484 40.823191, -73.88965 40.825136))"
360050119004,902,47.8,0.018847006651884702,17763.0,0.07317073170731707,0.22283813747228381,0.0,0.7305986696230599,"POLYGON ((-73.89041999999999 40.823144, -73.889484 40.823191, -73.889301 40.821432, -73.889646 40.821205, -73.89023499999999 40.820949, -73.89041999999999 40.823144))"
360050115021,1634,20.8,0.038555691554467565,22500.0,0.15055079559363524,0.37454100367197063,0.0,0.6456548347613219,"POLYGON ((-73.890824 40.820307, -73.890452 40.820643, -73.890294 40.820763, -73.89014499999999 40.820876, -73.89004299999999 40.820949999999996, -73.889646 40.821205, -73.889301 40.821432, -73.889089 40.821576, -73.889001 40.821622999999995, -73.888937 40.821650999999996, -73.88879299999999 40.8217, -73.888434 40.821933, -73.88797 40.82226, -73.88741 40.822537, -73.88720099999999 40.8226, -73.88698699999999 40.822648, -73.886516 40.822736, -73.885581 40.822862, -73.885058 40.822916, -73.884411 40.82297, -73.884396 40.822902, -73.88435799999999 40.822739, -73.884328 40.822614, -73.88365 40.82152, -73.882943 40.819626, -73.883532 40.819551, -73.88391299999999 40.81942, -73.884857 40.819268, -73.885778 40.819128, -73.8867 40.818991, -73.88762299999999 40.818849, -73.888528 40.818714, -73.889167 40.818618, -73.889713 40.819433, -73.890087 40.819711999999996, -73.890433 40.819987999999995, -73.890464 40.820012999999996, -73.890523 40.820059, -73.890556 40.820084, -73.890677 40.820184999999995, -73.89074 40.820237, -73.890824 40.820307))"
360050115022,1241,31.3,0.1385979049153908,19313.0,0.04915390813859791,0.44721998388396456,0.0,0.6438356164383562,"POLYGON ((-73.889167 40.818618, -73.888528 40.818714, -73.88762299999999 40.818849, -73.8867 40.818991, -73.886161 40.81693, -73.887084 40.81679, -73.887996 40.816663999999996, -73.888656 40.817755, -73.889167 40.818618))"
360050141001,1778,31.1,0.08717660292463442,25855.0,0.09111361079865017,0.4111361079865017,0.0,0.6467941507311586,"POLYGON ((-73.916614 40.824991999999995, -73.91592299999999 40.82544, -73.91545099999999 40.825748, -73.91522599999999 40.82561, -73.914751 40.825201, -73.913512 40.824805, -73.913167 40.825457, -73.91131 40.824849, -73.910845 40.824213, -73.91059 40.823864, -73.910494 40.823208, -73.911197 40.82342, -73.912157 40.823684, -73.91384 40.824188, -73.915515 40.824707, -73.916088 40.824838, -73.916309 40.824903, -73.916614 40.824991999999995))"
360050141003,2189,34.4,0.12060301507537688,37540.0,0.10370031978072179,0.4709913202375514,0.006395614435815441,0.5568752855185016,"POLYGON ((-73.916088 40.824838, -73.915515 40.824707, -73.91384 40.824188, -73.912157 40.823684, -73.911197 40.82342, -73.910494 40.823208, -73.910519 40.822798, -73.910578 40.822562999999995, -73.9107 40.822323999999995, -73.91128499999999 40.822198, -73.911745 40.822106999999995, -73.912876 40.822441, -73.914506 40.822942, -73.91621599999999 40.823468, -73.915877 40.824104, -73.91677299999999 40.824387, -73.916088 40.824838))"
360050155001,2149,30.7,0.05304792926942764,18763.0,0.08748255002326663,0.2601209865053513,0.0,0.7487203350395533,"POLYGON ((-73.890601 40.836898, -73.888741 40.837968, -73.888412 40.838553, -73.887289 40.838135, -73.88770000000001 40.837433999999995, -73.88808499999999 40.837133, -73.889743 40.836089, -73.890601 40.836898))"
360050151001,794,33.7,0.1624685138539043,35391.0,0.0327455919395466,0.7984886649874056,0.0,0.19395465994962216,"POLYGON ((-73.898999 40.833892, -73.898453 40.834720999999995, -73.898093 40.834629, -73.897015 40.834391, -73.89696599999999 40.834343, -73.89636899999999 40.83351, -73.896754 40.833321999999995, -73.896898 40.833254, -73.897457 40.833042, -73.89785499999999 40.832858, -73.898012 40.832733999999995, -73.89899299999999 40.833068, -73.89944899999999 40.833217999999995, -73.898999 40.833892))"
360050223003,1654,37.1,0.0501813784764208,29719.0,0.13784764207980654,0.15175332527206772,0.0,0.7684401451027811,"POLYGON ((-73.915177 40.840633, -73.914472 40.84162, -73.913646 40.841283, -73.914351 40.840292, -73.915088 40.839225, -73.91593999999999 40.839552, -73.915177 40.840633))"
360050223002,998,37.0,0.08316633266533066,39271.0,0.09819639278557114,0.06713426853707415,0.0,0.8627254509018036,"POLYGON ((-73.916009 40.840976, -73.915296 40.841961999999995, -73.914472 40.84162, -73.915177 40.840633, -73.91593999999999 40.839552, -73.916783 40.839881, -73.916009 40.840976))"
360050223001,1088,31.6,0.042279411764705885,24750.0,0.140625,0.11029411764705882,0.0,0.9181985294117647,"POLYGON ((-73.917299 40.840765999999995, -73.91689199999999 40.841347, -73.916184 40.842335, -73.915296 40.841961999999995, -73.916009 40.840976, -73.916783 40.839881, -73.917683 40.840225, -73.917299 40.840765999999995))"
360050254001,1141,37.8,0.20595968448729185,44250.0,0.6976336546888694,0.057843996494303246,0.09377738825591586,0.26993865030674846,"POLYGON ((-73.855383 40.851144, -73.854573 40.851509, -73.85304599999999 40.849547, -73.85224199999999 40.849911, -73.851368 40.850304, -73.85034499999999 40.848993, -73.851218 40.848600999999995, -73.852026 40.848239, -73.85283 40.847874, -73.853636 40.847511, -73.854663 40.848821, -73.85619 40.850778999999996, -73.855383 40.851144))"
360050296002,141,34.3,0.3049645390070922,60250.0,0.7446808510638298,0.0,0.2553191489361702,0.0851063829787234,"POLYGON ((-73.850096 40.856347, -73.849386 40.856857, -73.84935899999999 40.857496999999995, -73.847683 40.857509, -73.845957 40.857400999999996, -73.84595999999999 40.857535999999996, -73.84373599999999 40.85727, -73.843761 40.857147, -73.84389 40.856513, -73.843946 40.856148999999995, -73.843864 40.855396999999996, -73.843651 40.854679, -73.843189 40.852973, -73.84436199999999 40.851119, -73.84445099999999 40.851244, -73.846704 40.851241, -73.847224 40.851144999999995, -73.847298 40.851087, -73.848214 40.851091, -73.848184 40.851515, -73.84818 40.851588, -73.84810999999999 40.852612, -73.848062 40.853238999999995, -73.848011 40.853950999999995, -73.84800299999999 40.854290999999996, -73.84803099999999 40.854403999999995, -73.84808 40.85451, -73.848288 40.854731, -73.848901 40.855289, -73.84948299999999 40.855815, -73.850096 40.856347))"
360050376001,1359,33.8,0.16114790286975716,48523.0,0.15746872700515085,0.38704930095658574,0.0,0.5577630610743194,"POLYGON ((-73.87037699999999 40.873284999999996, -73.86929599999999 40.873261, -73.868208 40.873235, -73.868258 40.871462, -73.869351 40.871483, -73.87056199999999 40.871511, -73.87037699999999 40.873284999999996))"
