cbg,H_Area_of_store,R_Percentage_of_Visits_by_brand,J_POI_count_where_store_is,K_POI_diversity_where_store_is,L_Demographic_similarity,G_Distance_between_cbg_and_store,treated,time,did,CL
360050288002,2.303456858999743,2.021490356153874,12.691824547381055,14.98945554717906,13.438648371620829,11.780786482933754,0,0,0,4.0
360050288002,7.567600549517914,9.681322955033547,3.2968030815655407,3.4585674060721563,8.283842902881023,10.433012840045674,0,1,0,4.0
360050288002,7.567600549517914,9.681322955033547,3.2968030815655407,3.4585674060721563,8.283842902881023,10.433012840045674,1,0,0,4.0
360050288002,10.309348029511234,13.762523633511869,2.0105195113762355,3.5193329023586184,8.340032177181644,8.826525876209786,1,1,1,4.0
360050288004,1.0963433866883476,2.064510849116143,8.64229395497069,11.160197391349616,6.06215100025786,8.038721202957205,0,0,0,4.0
360050288004,5.685036632888532,5.878980199545575,1.2873265381480592,10.025657061541626,2.8724179811954125,7.4697709916491135,0,1,0,4.0
360050288004,5.685036632888532,5.878980199545575,1.2873265381480592,10.025657061541626,2.8724179811954125,7.4697709916491135,1,0,0,4.0
360050288004,6.867097778231147,7.278061817193272,8.530927733716837,14.615061288841423,8.525805998240262,1.1522298621219793,1,1,1,4.0
360050293011,3.1250627206783825,3.366271849909509,2.511317664463298,8.831227116935604,7.796081851376876,9.504469678582453,0,0,0,4.0
360050293011,3.3499502361112468,11.314706177287896,6.422415328485278,11.036351626074893,3.1238798828338314,13.986838952229267,0,1,0,4.0
360050293011,3.3499502361112468,11.314706177287896,6.422415328485278,11.036351626074893,3.1238798828338314,13.986838952229267,1,0,0,4.0
360050293011,4.002886220825914,13.874312327003047,7.485450187682172,6.177456861720173,5.6006094860362365,1.505438036106229,1,1,1,4.0
360050293012,1.0009079567198018,5.9062516031990295,2.464535429688224,6.325264194277629,9.419767006688181,11.605826729203153,0,0,0,4.0
360050293012,10.385967276047623,1.3617807460831153,8.563264921980704,2.910465075992721,12.130348869096174,14.89303771133338,0,1,0,4.0
360050293012,10.385967276047623,1.3617807460831153,8.563264921980704,2.910465075992721,12.130348869096174,14.89303771133338,1,0,0,4.0
360050293012,2.333755285110142,13.973214989922134,11.92638504466958,8.79270472468539,7.016125258496435,1.0605686743086125,1,1,1,4.0
360050293021,1.4586039234691694,5.5907117295183095,7.969899591359851,4.34791623971477,10.812568011658591,11.526089559981832,0,0,0,4.0
360050293021,9.155775954650442,1.1336408476316828,3.020017885361497,13.43935679598453,9.36045616194436,11.497905244497398,0,1,0,4.0
360050293021,9.155775954650442,1.1336408476316828,3.020017885361497,13.43935679598453,9.36045616194436,11.497905244497398,1,0,0,4.0
360050293021,1.3661239123250528,6.739462423224182,14.686407598678663,9.526692585329927,2.52406576359515,1.9151246568273412,1,1,1,4.0
360050293024,12.740306760361502,1.035456704786735,6.651555504014097,9.749951781352946,3.1399658154620558,13.327619151905978,0,0,0,4.0
360050293024,1.5473954400898131,4.376320926030651,4.616933963917602,1.4263649522209545,5.138062548330382,9.88656944074924,0,1,0,4.0
360050293024,1.5473954400898131,4.376320926030651,4.616933963917602,1.4263649522209545,5.138062548330382,9.88656944074924,1,0,0,4.0
360050293024,13.97775701257365,10.802320185537091,3.138816523756617,2.495358612492208,2.3664132302923555,14.992028678838373,1,1,1,4.0
360050297002,1.1721736125145799,8.181093892694832,6.503408865475988,5.442521361262949,10.330118888981772,13.535785567263824,0,0,0,4.0
360050297002,1.3160094746212918,11.254213906062153,5.06266096866182,5.9188027955040745,10.970450054974606,13.560868757530187,0,1,0,4.0
360050297002,1.3160094746212918,11.254213906062153,5.06266096866182,5.9188027955040745,10.970450054974606,13.560868757530187,1,0,0,4.0
360050297002,14.350271001792189,7.833090377366484,1.025089480282766,2.392209029421018,7.983015519087624,13.180960707484012,1,1,1,4.0
360050301002,1.8842509212353011,3.5406169744040037,3.3042146186868173,1.4451860774794625,1.273185077059006,9.79146554567655,0,0,0,4.0
360050301002,6.909472010122449,2.2118903472626528,4.403877951971499,5.752688412511777,12.675082823357448,8.75828956690306,0,1,0,4.0
360050301002,6.909472010122449,2.2118903472626528,4.403877951971499,5.752688412511777,12.675082823357448,8.75828956690306,1,0,0,4.0
360050301002,1.7519221738845998,13.042090389729575,14.440189016039934,2.0182155025837436,8.529484725523679,6.10087662790434,1,1,1,4.0
360050307011,13.890781504071255,8.866854381388539,2.770272234558808,5.927377961008206,11.09988385434092,11.012449673817434,0,0,0,4.0
360050307011,1.5295531343716438,5.7483891520709784,4.485619349329077,5.72189654411242,1.10901343252001,12.146419221276467,0,1,0,4.0
360050307011,1.5295531343716438,5.7483891520709784,4.485619349329077,5.72189654411242,1.10901343252001,12.146419221276467,1,0,0,4.0
360050307011,1.2983865364995082,3.5465500901845823,1.1833595895292235,3.5865099754402383,7.26857667384341,14.663694021938404,1,1,1,4.0
360050307012,2.9751610039489016,4.80364556096911,2.7583249664243112,1.6316794700136181,11.561295215565252,8.128940217521052,0,0,0,4.0
360050307012,2.275097180869871,7.154913766289152,7.462560604180226,2.0600110363135347,13.04648989603808,13.561199855713733,0,1,0,4.0
360050307012,2.275097180869871,7.154913766289152,7.462560604180226,2.0600110363135347,13.04648989603808,13.561199855713733,1,0,0,4.0
360050307012,8.186961128379217,10.818635498003543,7.72645394809971,7.445535472527454,5.818721590694565,12.956918097727424,1,1,1,4.0
360050307014,7.982693010382029,2.580295311297917,1.2261819372461422,13.248566383558476,7.237060801012646,14.194328973926847,0,0,0,4.0
