cbg,H_Area_of_store,R_Percentage_of_Visits_by_brand,J_POI_count_where_store_is,K_POI_diversity_where_store_is,L_Demographic_similarity,G_Distance_between_cbg_and_store,treated,time,did
360050266023,2.6998412321279126,3.6831782942179037,4.116773410650735,2.1411803165868744,13.461570813820176,11.768285041591469,0,0,0
360050274022,1.147807861837606,2.5788285277934313,8.533066819760421,6.482953232546745,2.4487230205070483,14.086921511361894,0,0,0
360050288004,1.0963433866883476,2.064510849116143,8.64229395497069,11.160197391349616,6.06215100025786,8.038721202957205,0,0,0
360050323001,2.5299060238857294,4.334850554277349,2.393861023787472,2.0311083706762076,2.0634374108091507,8.006372638847864,0,0,0
360050335001,1.994963712998704,5.27560111483918,2.9936222551424443,8.259562819396544,8.513957276595045,12.840813664805838,0,0,0
360050451021,9.540501383394835,14.751007100718812,1.5394972183902158,2.028724289391363,2.932389189881456,14.267494441028372,0,0,0
360470003015,1.077284368340434,14.36748481000941,1.2634339415652498,11.988942313158493,9.44904889738826,3.591160153064614,0,0,0
360470005013,3.448107396640939,3.8135581600157114,2.016645954386496,7.824876330606866,3.5116248733985493,14.519512547848391,0,0,0
360470053001,10.774037590632426,10.828522433805245,8.054573295599441,4.669085979583726,13.740115452824888,7.575952177312708,0,0,0
360470065005,5.081568462954794,1.2309394398279974,2.0201392525614,9.64459714106556,10.032910629747718,11.867636793999571,0,0,0
360470069004,1.5466544531801762,8.325397837959276,1.4672277729465293,3.4514660068597323,5.779215309947692,2.2996036034767933,0,0,0
360470149005,1.0643845849144018,7.4521501764035225,1.858460941778365,3.7477176728318593,9.841132437401663,9.24735791786262,0,0,0
360470157002,2.8275197643727794,12.699209525755633,2.1084066850929086,10.089980039993847,3.560042201862145,9.499600973511418,0,0,0
360470171002,2.6499971850319426,14.523580893629035,3.60216936151726,9.265548572720974,2.0678579821000636,13.939868356562755,0,0,0
360470216002,3.991497323232849,5.5206544440815986,3.1384136045242093,14.945660560641654,13.925655360233574,14.959856912221895,0,0,0
360470220003,4.847573808474742,1.330101479913865,3.775883725990601,2.5812527211462357,7.031126083098982,9.064941584624366,0,0,0
360470220004,7.18807445290663,1.0658250754356544,2.869566165145585,9.909194273039404,2.248856548955306,10.67370444199959,0,0,0
360470222001,6.801739802566982,10.938422519760575,2.6443072722107748,11.696111613803609,11.78245631386372,13.985466702097087,0,0,0
360470230001,9.233405023226293,10.114254664381876,2.8247557587653165,2.316699937603357,13.417138157148775,12.4435169835002,0,0,0
360470230002,14.296992566146901,6.541551670244488,1.8215348131443303,1.6293483936972308,7.45977770476299,14.099709756054342,0,0,0
360470232002,3.4865687628213067,6.1269209266723275,1.8914308945841147,8.695474869422181,6.879138633489333,13.922277080899933,0,0,0
360470234001,1.2246473680655452,2.8827578642097453,1.428019155588537,6.706310708682752,13.622902049292703,12.288665154508308,0,0,0
360470234002,1.1815273832450224,4.876812868806386,1.0405172812808556,4.24454970397252,10.286236641483864,12.919221623527847,0,0,0
360470234003,8.374486560342309,4.690968550862771,4.083539963345867,7.84439550200457,7.204783447264512,8.293888380603969,0,0,0
360470236003,1.2379033470117164,12.03957982116245,1.2166961206521036,3.4791934971193204,7.864710638412976,6.437545154089648,0,0,0
360470236004,1.8348987916865482,11.885505298323567,1.204295356106222,3.399467083703825,3.0465633973281374,6.202751771198798,0,0,0
360470238001,3.2388560972524285,7.751135262067166,1.4992963850976544,1.832775326549673,6.7100636667145475,14.243073022214679,0,0,0
360470238002,2.6735423361014146,6.16315515331472,5.277885975472049,1.5822188571542295,5.511673289871098,14.91145238368382,0,0,0
360470238003,7.28307279142318,1.629990096166356,1.3593978822822166,4.410842042845264,5.475193625537421,10.494801783984684,0,0,0
360470240002,2.2069677051612935,5.860116808080813,1.1695701349100682,2.8780638374303216,9.73802402089575,13.568088282119405,0,0,0
360470242001,12.673226233395203,8.57521961389918,2.205832580338985,1.524247355558654,13.512737390937005,13.834240943555967,0,0,0
