cbg,H_Area_of_store,R_Percentage_of_Visits_by_brand,J_POI_count_where_store_is,K_POI_diversity_where_store_is,L_Demographic_similarity,G_Distance_between_cbg_and_store,treated,time,did,CL
360050072002,1.2809056426126872,10.277932529574137,1.4318655866916643,1.083269526326621,11.64247944893565,13.338944319416646,0,0,0,5.0
360050072002,1.5528171666944814,4.744202745985872,1.2870328171672867,4.899650781433124,13.455056247263812,11.54062109815517,0,1,0,5.0
360050072002,1.5528171666944814,4.744202745985872,1.2870328171672867,4.899650781433124,13.455056247263812,11.54062109815517,1,0,0,5.0
360050072002,14.988036123493607,13.126196076138648,1.937189872387984,4.01176030188143,5.830754853088196,2.0159447927674066,1,1,1,5.0
360050092004,3.679878988381274,3.9720139968886228,1.6519381031454223,3.5604242284148073,5.748892711572098,12.286996512754627,0,0,0,5.0
360050092004,2.236714388604881,4.703784315828471,1.2161694438095036,1.1396619897087616,7.850914409659904,14.577139735010292,0,1,0,5.0
360050092004,2.236714388604881,4.703784315828471,1.2161694438095036,1.1396619897087616,7.850914409659904,14.577139735010292,1,0,0,5.0
360050092004,1.3942002064003887,7.013139054390133,14.966029415555631,4.258758244315862,3.4944644101885842,2.2404640532174973,1,1,1,5.0
360050200002,1.0203376433683395,3.3477332859228635,8.275893153887424,4.800792745023997,4.577636271936974,12.534560803591301,0,0,0,5.0
360050200002,3.692899993743772,1.6070811123462452,6.105510140165942,9.356602360898183,8.213408517666878,14.937805110028226,0,1,0,5.0
360050200002,3.692899993743772,1.6070811123462452,6.105510140165942,9.356602360898183,8.213408517666878,14.937805110028226,1,0,0,5.0
360050200002,14.649375773200614,9.938200738533581,14.379370544436743,13.13614014180864,7.894118078737268,9.851686406891721,1,1,1,5.0
360050200004,3.840538811758613,2.6778468070716936,3.2946025167672635,5.055515405681532,10.279801000737107,7.636726713108701,0,0,0,5.0
360050200004,6.864206099906942,6.934673476530629,1.7273611513913552,8.014556448456684,3.5088676730925705,6.085468683386138,0,1,0,5.0
360050200004,6.864206099906942,6.934673476530629,1.7273611513913552,8.014556448456684,3.5088676730925705,6.085468683386138,1,0,0,5.0
360050200004,8.323307100967897,9.094030970688939,3.717908820325309,9.63564415208249,6.80984119917751,1.1115177804423872,1,1,1,5.0
360050212004,1.3599678410488036,10.416205414454232,3.0483350572919283,1.3521927560591578,10.750625692075703,12.219259396447475,0,0,0,5.0
360050212004,1.4574839793432943,9.262066437683739,2.4493326928757533,2.8432003771694783,2.9488629035075764,11.317900365023469,0,1,0,5.0
360050212004,1.4574839793432943,9.262066437683739,2.4493326928757533,2.8432003771694783,2.9488629035075764,11.317900365023469,1,0,0,5.0
360050212004,3.3261290564617303,6.522032394743456,7.410020477971608,9.977930993881078,10.347077695244499,1.1146076186777272,1,1,1,5.0
360050216022,9.48294637840894,1.0998135426575395,3.2900325132529424,4.86878467715683,1.6614938409869247,10.71339396493999,0,0,0,5.0
360050216022,3.992571106326631,1.0502074899344684,5.295831499122417,7.742299203572741,2.532892032268881,11.917309314875373,0,1,0,5.0
360050216022,3.992571106326631,1.0502074899344684,5.295831499122417,7.742299203572741,2.532892032268881,11.917309314875373,1,0,0,5.0
360050216022,1.3804186265651528,11.463794303627754,13.213132899461366,11.549901772078773,6.7706318870893965,1.6458647066967629,1,1,1,5.0
360050222003,3.2634863894033943,5.2087207171335015,1.2365839559853509,2.926780892324512,13.601074514460793,11.974866603230012,0,0,0,5.0
360050222003,8.775397879781508,9.732564211060957,1.4794929338408036,3.5149155566007217,8.189356031132442,14.647825720404626,0,1,0,5.0
360050222003,8.775397879781508,9.732564211060957,1.4794929338408036,3.5149155566007217,8.189356031132442,14.647825720404626,1,0,0,5.0
360050222003,12.07758437183929,11.582475462605624,8.881450898890055,3.772481510793433,7.424921257317179,2.6908857207049834,1,1,1,5.0
360050222004,2.5970862906288668,3.534419526911017,8.685449682146098,6.897709442217273,8.113567534698797,12.49501762482311,0,0,0,5.0
360050222004,1.6035839622564907,5.8228338932498005,1.1654108016605922,1.1474791348619269,12.523194940179026,6.783694131475733,0,1,0,5.0
360050222004,1.6035839622564907,5.8228338932498005,1.1654108016605922,1.1474791348619269,12.523194940179026,6.783694131475733,1,0,0,5.0
360050222004,1.5989602969332424,5.897063532165674,2.114856358808982,3.678826765377545,2.1289143255324774,12.598168669840973,1,1,1,5.0
360050288001,1.7943361893217329,2.6129084243683316,7.715968499592092,4.804595172075539,14.442802872560947,13.993948680195842,0,0,0,5.0
360050288001,3.7449267958427264,4.614434676793078,1.5544027300253616,14.184421650384667,10.837055235277457,5.231511882545804,0,1,0,5.0
360050288001,3.7449267958427264,4.614434676793078,1.5544027300253616,14.184421650384667,10.837055235277457,5.231511882545804,1,0,0,5.0
360050288001,6.4922043476476965,7.891599352296954,2.5711970765094465,7.029277450098364,8.903566134653602,7.8922214518325395,1,1,1,5.0
360050296001,3.331572503883399,11.390939804054003,1.0077133553517723,9.785453855955517,13.523366318453922,12.415345144775582,0,0,0,5.0
360050296001,1.7995756600717705,3.2799134820327964,1.6299330603175457,2.116822812822166,8.821157224543176,8.530789384163633,0,1,0,5.0
360050296001,1.7995756600717705,3.2799134820327964,1.6299330603175457,2.116822812822166,8.821157224543176,8.530789384163633,1,0,0,5.0
360050296001,11.106981512478322,13.00268640994657,1.2183673629562275,2.1409396325863668,2.7072062207857766,13.47050754900569,1,1,1,5.0
360050310002,1.043135832591145,2.22656127322266,5.622804745028109,6.638685552477028,9.001833605215683,11.80989158987561,0,0,0,5.0
360050310002,2.751856880092547,10.822400963724853,1.528878244410098,2.2786819832541494,7.099687881748128,12.001429967359352,0,1,0,5.0
360050310002,2.751856880092547,10.822400963724853,1.528878244410098,2.2786819832541494,7.099687881748128,12.001429967359352,1,0,0,5.0
360050310002,14.081305675417477,7.074178501147838,1.044347429093113,2.860282476433218,12.976470982902196,8.826477465386116,1,1,1,5.0
360050386007,4.492708448050701,8.044966732025825,4.864356341110405,14.01162162179918,1.199706572880558,6.924737475878757,0,0,0,5.0
360050386007,2.357363421889996,3.81744818800167,2.2298646817622947,1.5820616051450127,10.03052216415126,4.889313042631841,0,1,0,5.0
360050386007,2.357363421889996,3.81744818800167,2.2298646817622947,1.5820616051450127,10.03052216415126,4.889313042631841,1,0,0,5.0
360050386007,13.719066750244885,11.257695611154125,1.0470829130541883,3.199667114897202,7.639560913990876,10.710174695084957,1,1,1,5.0
360050418001,11.016452085738667,9.993287025305634,1.5588376757546816,11.645655714665432,12.275441970726465,14.361859340002267,0,0,0,5.0
360050418001,5.482525628520691,8.141805682460681,3.639313402966148,2.0759537161356274,14.80658660685187,11.824291324163745,0,1,0,5.0
360050418001,5.482525628520691,8.141805682460681,3.639313402966148,2.0759537161356274,14.80658660685187,11.824291324163745,1,0,0,5.0
360050418001,13.986343773176209,4.394043176447212,3.6487449647690955,6.1853766265890675,2.701666927420632,9.142350543714251,1,1,1,5.0
360050421001,13.265731360338286,7.68817894069206,1.553973380534598,4.71483304268941,8.525170946288112,14.574897122135354,0,0,0,5.0
360050421001,4.491013915014563,6.231492961068941,4.764155685630389,8.320037004198834,3.700374030945934,10.204956575820061,0,1,0,5.0
360050421001,4.491013915014563,6.231492961068941,4.764155685630389,8.320037004198834,3.700374030945934,10.204956575820061,1,0,0,5.0
360050421001,8.098842471784316,4.044952282212542,4.493552525355089,2.962936014643465,1.0631491831347617,1.891280144388585,1,1,1,5.0
360050429013,12.149300519666328,9.34301883066849,3.668474743049064,1.5924156097522657,14.041599674510682,10.42421332826461,0,0,0,5.0
360050429013,7.916416246747222,14.052252242740431,4.465234100188057,2.716733646388011,9.312558783974225,10.820107608476071,0,1,0,5.0
360050429013,7.916416246747222,14.052252242740431,4.465234100188057,2.716733646388011,9.312558783974225,10.820107608476071,1,0,0,5.0
360050429013,14.868343562506775,7.931162278478959,1.3256118324133581,2.312628223398754,4.552666342907987,12.963903062459584,1,1,1,5.0
360470034002,1.121658963875456,4.10077107670604,4.027912607403606,14.195082478762327,3.8979041227862457,9.73404348585385,0,0,0,5.0
360470034002,2.510600375440023,1.4394408291249192,2.153880202143629,4.6658009750976195,7.067526225566304,12.09352298212039,0,1,0,5.0
360470034002,2.510600375440023,1.4394408291249192,2.153880202143629,4.6658009750976195,7.067526225566304,12.09352298212039,1,0,0,5.0
360470034002,13.01958544459964,10.258943454670177,3.3353106383130253,10.09500505391523,2.79188363939907,8.690286527259005,1,1,1,5.0
360470074002,6.181113712382247,14.628048284071058,9.916856788483228,6.973611447049651,13.490886833049325,8.618889490542546,0,0,0,5.0
360470074002,1.0566302737621207,14.762011232949751,4.7546434429836655,10.366151994176553,1.4086841872659601,13.258886381716056,0,1,0,5.0
360470074002,1.0566302737621207,14.762011232949751,4.7546434429836655,10.366151994176553,1.4086841872659601,13.258886381716056,1,0,0,5.0
360470074002,4.420372227540489,6.51649202083322,5.764594980394273,7.683899109322076,10.07891192294787,4.580645750999331,1,1,1,5.0
360470078003,2.621778899393937,2.4014821334313936,3.571836586076837,6.3873134951597885,2.282124434233307,13.921239736633737,0,0,0,5.0
360470078003,3.0558286864188204,7.250193994045096,1.3015466830475004,6.769952773402775,10.853788540784123,5.881529371657564,0,1,0,5.0
